,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0740,0850,0945,1250,1705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,1250,1705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
麥寮衛生所,麥寮,新興,三姓寮,蚊港1,蚊港,草寮,南公館,崙豐,五港,福安宮,台西,光華村,五榔,西潭,路利潭,東潭,三塊厝,東勢監理分站,東勢,復興,月眉,媽埔,三仁醫院,褒忠,頂寮,馬光國小,馬光,後埔,西屯,大屯,東屯,北溪厝,雲林二監,廉使,虎尾
Mailiao Public Health Office,Mailiao,Xinxing,Sanxingliao,Wengang 1,Wengang,Caoliao,Nangongguan,Lunfeng,Wugang,Fu-an Temple,Taixi,Guanghua Village,Wulang,Westtan,Lulitan,Easttan,Sankuaicuo,Dongshi Motor Vehicle Substation,Dongshi,Fuxing,Yuemei,Mabu,Sanren Hospital,Baozhong,Dingliao,Maguang ES.,Maguang,Houpu,Xitun,Datun,Dongtun,Beixicuo,Yunlin Second Prison,Lianshi,Huwei
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1
466011200153674 ,褒忠站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
臺西國中,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taixi JHS.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7111,F,台西站(西向),,,週六班次為支線A[繞駛臺西國中],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
虎尾,麥寮,經台西,馬光、褒忠、月眉、東勢、台西、崙豐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huwei,Mailiao Public Health Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
依里程計費,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
臺西客運 05-6322168,公路總局用路人服務專線 0800-231035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0630,0740,0830,1135,1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0830,1135,1540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
虎尾,廉使,雲林二監,北溪厝,東屯,大屯,西屯,後埔,馬光,馬光國小,頂寮,褒忠,三仁醫院,媽埔,月眉,復興,東勢,東勢監理分站,三塊厝,東潭,路利潭,西潭,五榔,光華村,台西,福安宮,五港,崙豐,南公館,草寮,蚊港,蚊港1,三姓寮,新興,麥寮,麥寮衛生所
Huwei,Lianshi,Yunlin Second Prison,Beixicuo,Dongtun,Datun,Xitun,Houpu,Maguang,Maguang ES.,Dingliao,Baozhong,Sanren Hospital,Mabu,Yuemei,Fuxing,Dongshi,Dongshi Motor Vehicle Substation,Sankuaicuo,Easttan,Lulitan,Westtan,Wulang,Guanghua Village,Taixi,Fu-an Temple,Wugang,Lunfeng,Nangongguan,Caoliao,Wengang,Wengang 1,Sanxingliao,Xinxing,Mailiao,Mailiao Public Health Office
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1
466011200153684 ,台西站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
臺西國中,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taixi JHS.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7111,M,台西站(東向),,,週六班次為支線A[繞駛臺西國中],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
麥寮,虎尾,經台西,馬光、褒忠、月眉、東勢、台西、崙豐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mailiao Public Health Office,Huwei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
依里程計費,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
臺西客運 05-6322168,公路總局用路人服務專線 0800-231035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0740,0850,0945,1250,1705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,1250,1705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
麥寮衛生所,麥寮,新興,三姓寮,蚊港1,蚊港,草寮,南公館,崙豐,五港,福安宮,台西,光華村,五榔,西潭,路利潭,東潭,三塊厝,東勢監理分站,東勢,復興,月眉,媽埔,三仁醫院,褒忠,頂寮,馬光國小,馬光,後埔,西屯,大屯,東屯,北溪厝,雲林二監,廉使,虎尾
Mailiao Public Health Office,Mailiao,Xinxing,Sanxingliao,Wengang 1,Wengang,Caoliao,Nangongguan,Lunfeng,Wugang,Fu-an Temple,Taixi,Guanghua Village,Wulang,Westtan,Lulitan,Easttan,Sankuaicuo,Dongshi Motor Vehicle Substation,Dongshi,Fuxing,Yuemei,Mabu,Sanren Hospital,Baozhong,Dingliao,Maguang ES.,Maguang,Houpu,Xitun,Datun,Dongtun,Beixicuo,Yunlin Second Prison,Lianshi,Huwei
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
466011200153685 ,台西站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
臺西國中,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taixi JHS.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
