1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,
7327B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義,布袋(經朴子、高鐵、稻江),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大雅站,嘉中,嘉義公園,行政執行處,市政府,中央噴水站,彰化銀行,嘉義,嘉雄陸橋,嘉義縣農會,嘉創中心,劉厝里,劉厝庄,鴿溪寮,北回歸線,下寮路口,國聯,水上火車站,水上,順利贏家,工廠前,大堀尾,江竹腳,大崙,凱利公司,東前潭,前潭,後潭,電信局,三福食品,太保,高鐵嘉義站,崙子頂,安東國小,東勢寮,安仁里,大同技術學院,稻江大學,大同技術學院,縣政府,朴子三路口,就業服務站,世紀香榭社區,小?榔,福特汽車,大?榔,大鄉里,聖善寺,天星新村,東石國中,朴子農會,朴子,新榮路,仙君廟,署立朴子醫院,應菜埔,湖底,福亨,港墘,清德寺,下厝,半月,中洲路,水廠,栗子崙,西崙社區,磚仔窯,過溝國中,農會辦事處,過溝,過溝派出所,富勤公司,新厝社區,台鹽員工宿舍,廟後,新厝,衛生所,布袋鎮公所,加油站,布袋鎮農會,布袋,,,,,,,,,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,
7327C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義,布袋(經朴子'、高鐵、稻江、延駛至布袋遊客中心),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大雅站,嘉中,嘉義公園,行政執行處,市政府,中央噴水站,彰化銀行,嘉義,嘉雄陸橋,嘉義縣農會,嘉創中心,劉厝里,劉厝庄,鴿溪寮,北回歸線,下寮路口,國聯,水上火車站,水上,順利贏家,工廠前,大堀尾,江竹腳,大崙,凱利公司,東前潭,前潭,後潭,電信局,三福食品,太保,高鐵嘉義站,崙子頂,安東國小,東勢寮,安仁里,大同技術學院,稻江大學,大同技術學院,縣政府,朴子三路口,就業服務站,世紀香榭社區,小?榔,福特汽車,大?榔,大鄉里,聖善寺,天星新村,東石國中,朴子農會,朴子,新榮路,仙君廟,署立朴子醫院,應菜埔,湖底,福亨,港墘,清德寺,下厝,半月,中洲路,水廠,栗子崙,西崙社區,磚仔窯,過溝國中,農會辦事處,過溝,過溝派出所,富勤公司,新厝社區,台鹽員工宿舍,廟後,新厝,衛生所,布袋鎮公所,加油站,布袋鎮農會,布袋,布袋遊客中心,,,,,,,,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,
7327D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義,布袋(經朴子、高鐵、長庚、延駛布袋遊客中心),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大雅站,嘉中,嘉義公園,行政執行處,市政府,中央噴水站,彰化銀行,嘉義,嘉雄陸橋,嘉義縣農會,嘉創中心,劉厝里,劉厝庄,鴿溪寮,北回歸線,下寮路口,國聯,水上火車站,水上,順利贏家,工廠前,大堀尾,江竹腳,大崙,凱利公司,東前潭,前潭,後潭,電信局,三福食品,太保,高鐵嘉義站,崙子頂,安東國小,東勢寮,安仁里,縣政府,朴子三路口,長庚醫院1,長庚醫院2,世紀香榭社區,小?榔,福特汽車,大?榔,大鄉里,聖善寺,天星新村,東石國中,朴子農會,朴子,新榮路,仙君廟,署立朴子醫院,應菜埔,湖底,福亨,港墘,清德寺,下厝,半月,中洲路,水廠,栗子崙,西崙社區,磚仔窯,過溝國中,農會辦事處,過溝,過溝派出所,富勤公司,新厝社區,台鹽員工宿舍,廟後,新厝,衛生所,布袋鎮公所,加油站,布袋鎮農會,布袋,布袋遊客中心,,,,,,,,,,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,
7327E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義,布袋(經朴子、高鐵),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大雅站,嘉中,嘉義公園,行政執行處,市政府,中央噴水站,彰化銀行,嘉義,嘉雄陸橋,嘉義縣農會,嘉創中心,劉厝里,劉厝庄,鴿溪寮,北回歸線,下寮路口,國聯,水上火車站,水上,順利贏家,工廠前,大堀尾,江竹腳,大崙,凱利公司,東前潭,前潭,後潭,電信局,三福食品,太保,高鐵嘉義站,崙子頂,安東國小,東勢寮,安仁里,縣政府,朴子三路口,就業服務站,世紀香榭社區,小?榔,福特汽車,大?榔,大鄉里,聖善寺,天星新村,東石國中,朴子農會,朴子,新榮路,仙君廟,署立朴子醫院,應菜埔,湖底,福亨,港墘,清德寺,下厝,半月,中洲路,水廠,栗子崙,西崙社區,磚仔窯,過溝國中,農會辦事處,過溝,過溝派出所,富勤公司,新厝社區,台鹽員工宿舍,廟後,新厝,衛生所,布袋鎮公所,加油站,布袋鎮農會,布袋,,,,,,,,,,,,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
7327H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義,布袋(經朴子、高鐵、延駛布袋遊客中心),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大雅站,嘉中,嘉義公園,行政執行處,市政府,中央噴水站,彰化銀行,嘉義,嘉雄陸橋,嘉義縣農會,嘉創中心,劉厝里,劉厝庄,鴿溪寮,北回歸線,下寮路口,國聯,水上火車站,水上,順利贏家,工廠前,大堀尾,江竹腳,大崙,凱利公司,東前潭,前潭,後潭,電信局,三福食品,太保,高鐵嘉義站,崙子頂,安東國小,東勢寮,安仁里,縣政府,朴子三路口,就業服務站,世紀香榭社區,小?榔,福特汽車,大?榔,大鄉里,聖善寺,天星新村,東石國中,朴子農會,朴子,新榮路,仙君廟,署立朴子醫院,應菜埔,湖底,福亨,港墘,清德寺,下厝,半月,中洲路,水廠,栗子崙,西崙社區,磚仔窯,過溝國中,農會辦事處,過溝,過溝派出所,富勤公司,新厝社區,台鹽員工宿舍,廟後,新厝,衛生所,布袋鎮公所,加油站,布袋鎮農會,布袋,布袋遊客中心,,,,,,,,,,,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,
7327J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義,布袋(經朴子、繞駛高鐵、長庚、布袋遊客中心、延駛新塭),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大雅站,嘉中,嘉義公園,行政執行處,市政府,中央噴水站,彰化銀行,嘉義,嘉雄陸橋,嘉義縣農會,嘉創中心,劉厝里,劉厝庄,鴿溪寮,北回歸線,下寮路口,國聯,水上火車站,水上,順利贏家,工廠前,大堀尾,江竹腳,大崙,凱利公司,東前潭,前潭,後潭,電信局,三福食品,太保,高鐵嘉義站,崙子頂,安東國小,東勢寮,安仁里,縣政府,朴子三路口,長庚醫院1,長庚醫院2,世紀香榭社區,小?榔,福特汽車,大?榔,大鄉里,聖善寺,天星新村,東石國中,朴子農會,朴子,新榮路,仙君廟,署立朴子醫院,應菜埔,湖底,福亨,港墘,清德寺,下厝,半月,中洲路,水廠,栗子崙,西崙社區,磚仔窯,過溝國中,農會辦事處,過溝,過溝派出所,富勤公司,新厝社區,台鹽員工宿舍,廟後,新厝,衛生所,布袋鎮公所,加油站,布袋鎮農會,布袋,布袋遊客中心,布袋,布袋鎮農會,加油站,布袋鎮公所,新岑國小,新塭國小,新塭,,,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
7327K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義,布袋(經朴子、高鐵、布袋遊客中心、延駛新塭),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大雅站,嘉中,嘉義公園,行政執行處,市政府,中央噴水站,彰化銀行,嘉義,嘉雄陸橋,嘉義縣農會,嘉創中心,劉厝里,劉厝庄,鴿溪寮,北回歸線,下寮路口,國聯,水上火車站,水上,順利贏家,工廠前,大堀尾,江竹腳,大崙,凱利公司,東前潭,前潭,後潭,電信局,三福食品,太保,高鐵嘉義站,崙子頂,安東國小,東勢寮,安仁里,縣政府,朴子三路口,就業服務站,世紀香榭社區,小?榔,福特汽車,大?榔,大鄉里,聖善寺,天星新村,東石國中,朴子農會,朴子,新榮路,仙君廟,署立朴子醫院,應菜埔,湖底,福亨,港墘,清德寺,下厝,半月,中洲路,水廠,栗子崙,西崙社區,磚仔窯,過溝國中,農會辦事處,過溝,過溝派出所,富勤公司,新厝社區,台鹽員工宿舍,廟後,新厝,衛生所,布袋鎮公所,加油站,布袋鎮農會,布袋,布袋遊客中心,布袋,布袋鎮農會,加油站,布袋鎮公所,新岑國小,新塭國小,新塭,,,,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,
7327L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
布袋,嘉義(經朴子、高鐵、長庚、稻江、布袋遊客中心、延駛新塭）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新塭,新塭國小,新岑國小,布袋鎮公所,加油站,布袋鎮農會,布袋,布袋遊客中心,布袋,布袋鎮農會,加油站,布袋鎮公所,衛生所,新厝,廟後,台鹽員工宿舍,新厝社區,富勤公司,過溝派出所,過溝,農會辦事處,過溝國中,磚仔窯,西崙社區,栗子崙,水廠,中洲路,半月,下厝,清德寺,港墘,福亨,湖底,應菜埔,署立朴子醫院,仙君廟,新榮路,朴子,朴子農會,東石國中,天星新村,聖善寺,大鄉里,大?榔,福特汽車,小?榔,世紀香榭社區,長庚醫院2,長庚醫院1,朴子三路口,縣政府,大同技術學院,稻江大學,大同技術學院,安仁里,東勢寮,安東國小,崙子頂,高鐵嘉義站,太保,三福食品,電信局,後潭,前潭,東前潭,凱利公司,大崙,江竹腳,大堀尾,工廠前,順利贏家,水上,水上火車站,國聯,下寮路口,北回歸線,鴿溪寮,劉厝庄,劉厝里,嘉創中心,嘉義縣農會,嘉雄陸橋,嘉義,彰化銀行,中央噴水站,市政府,行政執行處,嘉義公園,嘉中,大雅站
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7327P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義,布袋(經朴子、繞駛嘉義市學區；往程經稻江、高鐵),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大雅站,嘉工,文化路口,彰化銀行,嘉義,嘉雄陸橋,嘉義縣農會,嘉創中心,劉厝里,劉厝庄,鴿溪寮,北回歸線,下寮路口,國聯,水上火車站,水上,順利贏家,工廠前,大堀尾,江竹腳,大崙,凱利公司,東前潭,前潭,後潭,電信局,三福食品,太保,高鐵嘉義站,崙子頂,安東國小,東勢寮,安仁里,大同技術學院,稻江大學,大同技術學院,縣政府,朴子三路口,就業服務站,世紀香榭社區,小?榔,福特汽車,大?榔,大鄉里,聖善寺,天星新村,東石國中,朴子農會,朴子,新榮路,仙君廟,署立朴子醫院,應菜埔,湖底,福亨,港墘,清德寺,下厝,半月,中洲路,水廠,栗子崙,西崙社區,磚仔窯,過溝國中,農會辦事處,過溝,過溝派出所,富勤公司,新厝社區,台鹽員工宿舍,廟後,新厝,衛生所,布袋鎮公所,加油站,布袋鎮農會,布袋,,,,,,,,,,,,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
7702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義巿先期交通轉運中心,北門遊客中心,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義巿先期交通轉運中心,嘉義高鐵站,故宮南院站,東石漁人碼頭,高跟鞋教堂,好美里站,北門遊客中心,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北門遊客中心,嘉義巿先期交通轉運中心,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北門遊客中心,嘉義高鐵站,嘉義巿先期交通轉運中心,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高鐵嘉義站,阿里山,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高鐵嘉義站,頂六國小,吳鳳廟,觸口遊客中心,觸口,龍美,隙頂,巃頭坪,石棹,十字村,青年活動中心,阿里山,園區下車處,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7329A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高鐵嘉義站,阿里山(繞駛奮起湖),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
